"ItemID","Description","Bottles_Per_Case","Cost_Amount_Per_Bottle","Total_Cost","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","Week10","Week11","Week12","Week13","Week14","Week15","Week16","Week17","Week18","Week19","Week20","Week21","Week22","Week23","Week24","Week25","Week26","Week27","Week28","Week29","Week30","Week31","Week32","Week33","Week34","Week35","Week36","Week37","Week38","Week39","Week40","Week41","Week42","Week43","Week44","Week45","Week46","Week47","Week48","Week49","Week50","Week51","Week52","Week53","Grand_Total"
84301,"SUTTER HOME S/BLC - 187ML",24,2.99,71.76,8,11,11,9,9,20,13,4,4,1,8,17,0,4,10,12,7,4,4,7,4,14,11,9,15,13,22,13,13,9,14,18,25,16,23,17,34,33,9,42,17,10,8,3,12,26,10,12,8,21,21,21,10,723
10052,"DENIZENS BLOOD ORANGE SELTZER 4/6 CANS",24,1.665,39.96,0,24,24,18,0,30,0,24,0,24,0,6,30,12,18,18,0,0,18,12,0,36,18,18,6,6,24,12,12,30,0,24,6,24,6,30,18,24,0,12,36,0,0,12,0,0,30,6,24,12,0,24,6,740
96172,"AMSTEL LIGHT 4/6 NR - 12OZ",24,1.831666667,43.960000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
81781,"BAREFOOT CEL CHARD - 187ML",24,1.99,47.76,2,24,24,16,2,5,12,14,1,17,26,13,10,4,13,18,17,11,5,17,16,9,13,20,16,8,4,16,12,13,32,10,9,16,12,4,17,14,4,27,10,26,5,11,30,20,16,8,20,17,5,8,6,731
84212,"SUTTER HOME CAB - 187ML",24,2.99,71.76,26,4,4,46,7,16,25,2,10,16,9,6,18,35,13,15,21,12,5,5,9,4,8,7,8,1,6,17,3,16,0,13,4,2,10,9,4,13,5,34,3,7,5,5,21,16,6,21,77,13,10,20,16,715
39322,"MILAGRO SILVER TEQUILA 80 - 750ML",6,28.99,173.94,4,14,14,0,0,15,17,10,0,0,8,6,20,14,13,20,20,16,12,11,23,11,16,18,16,18,18,10,11,12,14,13,17,15,18,14,11,13,4,8,11,12,8,15,12,10,10,30,14,16,21,23,14,725
97667,"BECKS 2/12 NR - 12OZ",24,1.665833333,39.979999992,0,12,12,12,12,12,12,12,12,36,0,12,0,0,12,24,24,0,24,24,0,0,0,12,12,12,12,12,12,0,24,48,24,24,0,24,0,12,0,0,0,48,24,12,12,24,0,12,12,0,24,12,12,698
41916,"FEVER TREE GINGER BEER 6/4PK - 200ML",24,1.998333333,47.959999992,12,20,20,16,52,24,28,20,12,16,16,16,20,20,20,12,32,4,4,20,12,20,20,16,32,16,8,24,4,4,4,12,0,8,12,12,4,16,16,20,20,12,0,0,0,0,0,0,0,0,0,0,0,702
15469,"BEER FARM DEWPOINT 6.0 4/6 CANS",24,1.998333333,47.959999992,30,12,12,0,18,18,12,0,0,0,0,36,0,12,12,12,18,30,24,18,42,12,0,42,12,24,18,0,0,0,12,6,30,6,24,12,0,24,0,6,36,12,0,12,18,12,6,12,12,18,6,0,0,704
28602,"DC BRAU PILS 4/6 CAN 12OZ",24,1.831666667,43.960000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
