"ItemID","Description","Bottles_Per_Case","Cost_Amount_Per_Bottle","Total_Cost","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","Week10","Week11","Week12","Week13","Week14","Week15","Week16","Week17","Week18","Week19","Week20","Week21","Week22","Week23","Week24","Week25","Week26","Week27","Week28","Week29","Week30","Week31","Week32","Week33","Week34","Week35","Week36","Week37","Week38","Week39","Week40","Week41","Week42","Week43","Week44","Week45","Week46","Week47","Week48","Week49","Week50","Week51","Week52","Week53","Grand_Total"
18990,"DEVILS BACKBONE VACAY SMASH PACK 3/8PK CAN",24,3.12375,74.97,0,8,0,16,0,0,0,0,8,8,8,0,0,0,8,8,0,16,0,8,0,0,0,16,8,16,8,8,0,16,8,8,0,24,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
10711,"ATLAS PONZI 4/6 CANS",24,2.165,51.96,0,6,6,0,6,12,0,6,0,6,6,0,6,6,0,0,6,6,6,6,0,0,0,0,0,0,12,6,18,12,0,6,6,0,18,6,6,0,0,0,12,0,0,6,6,6,0,6,0,6,0,0,0,242
25498,"SAM ADAMS PORCH ROCKER RAD4/6NR - 12OZ",24,1.831666667,43.960000008,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,12,18,6,18,12,0,12,12,12,24,6,12,12,12,12,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
94366,"O DOULS NA 4/6 LNNR - 12OZ",24,1.498333333,35.959999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
83531,"BAREFOOT CEL PINK MOSCATO - 187ML",24,1.99,47.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
40932,"PINNACLE VODKA - 1.75L",6,17.99,107.94,2,6,0,2,5,3,1,6,1,1,4,1,4,3,4,3,3,3,7,7,5,3,4,3,2,3,5,4,6,3,3,10,3,1,6,1,3,4,4,5,4,5,3,6,6,5,6,11,6,6,8,4,0,238
38032,"BACARDI RUM - GOLD - 750ML",12,13.99,167.88,5,4,0,3,2,3,6,5,5,0,0,4,1,3,0,1,2,5,2,4,5,6,3,4,2,6,8,4,5,2,5,2,3,3,2,4,4,5,4,4,4,1,4,8,5,6,6,16,3,9,8,5,2,239
71764,"HIGH NOON SUN SIPS GRAPEFRUIT - RTD - 355ML - 6/4PK",24,2.7475,65.94,0,0,8,4,8,0,0,12,4,0,0,0,0,8,0,8,4,4,12,8,16,12,8,0,4,0,24,0,4,12,0,4,0,0,0,0,0,4,4,0,0,8,0,4,0,4,0,16,8,0,0,0,0,239
70122,"DON JULIO TEQUILA - BLANCO - 750ML",6,51.99,311.94,3,13,2,2,2,2,3,2,2,6,2,9,3,2,4,3,4,3,4,2,3,2,2,3,11,1,10,2,3,4,6,3,2,3,3,0,2,3,5,3,6,2,4,6,9,6,2,7,3,5,6,9,3,270
54187,"DON JULIO TEQUILA - 1942 -50ML",60,13.99,839.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,16,73,47,32,286
